name,price,old_price,discount
"Hp Probook 430 G5, Intel Core i5 8th Generation, 8GB RAM, 256 GB SSD 14 Inches HD Display-Renewed-Silver","UGX 799,000","UGX 1,290,000",38%
"Refurbished 14""Latitude 5440 Core i5 8GB RAM 500GB HDD,Windows 10- Black","UGX 499,000","UGX 990,000",50%
"HP ELITE BOOK x360 1040 G7 i7, 16gb ram, 512gb, 10th gen, touch screen","UGX 2,000,000",,
"Elite X2  G3/G4 8th Gen Detachable,2-IN-1,Core i7,16GB RAM,512GB SSD, Refurbished-Gray (6MTHS WRTY)","UGX 1,690,000","UGX 2,500,000",32%
"Hp OmniBook 5 Flip Laptop, 14 Inch 2K IPS Touchscreen Display, Intel Core 7 150U 15th Gen, 16GB RAM, 512GB SSD, Intel Graphics, English keyboard, Windows 11 Home, Glacier Silver","UGX 3,000,000",,
"Genetix Laboratory Outdoor Bag Backpack, Sport Bag Pack Sling Shoulder Backpack Satchel for Every Day Carry - Desert Brown","UGX 85,000","UGX 95,000",11%
Refurbished Elitebook 840  14 inch CORE i5 8GB RAM 500 HDD - Black,"UGX 599,000","UGX 1,790,019",67%
"Latitude 3380-Business Laptop, Intel Core i3, 13.3 inch, 6th/7th Gen, 8GB RAM, 500GB HDD Refurbished - Grey","UGX 555,000","UGX 1,200,000",54%
"EliteBook 840, Core i5, 8GB Ram, 500GB Hdd Plus Free Bag And Mouse - Renewed-6MONTHS WARRANTY - Black","UGX 619,000","UGX 890,000",30%
Refurbished 840 Elitebook G5/G6 Core I5 8GB RAM 256GB SSD-Silver (Grade A),"UGX 979,000","UGX 1,069,000",8%
"Refurbished 840 G5 14"",i5 8th Gen,8GB RAM,512GB SSD-Silver","UGX 1,299,000","UGX 2,389,986",46%
"100e 2nd Gen 11.6"" Rugged & Spill Resistant Mini Laptop,Black,Refurbished. ","UGX 329,000","UGX 599,000",45%
"Hp Renewed 12.5"" EliteBook 820,Core I5 8GB Ram,500GB HDD- Black(6MTHS WRTY)","UGX 559,000","UGX 800,000",30%
DELL Renewed Latitude 7390 Core i5-8th gen  Ram 8GB Storage 256GB SSD 13inches Full HD  -Black ,"UGX 993,000","UGX 1,850,000",46%
 Elite X2 G3/G2 Detachable 2-In-1 Business Tablet Laptop Touchscreen Intel Core i5 256GB SSD 8GB RAM Webcam Windows 11 Pro( Refurbished) Grade A,"UGX 1,290,000","UGX 1,800,000",28%
"Lenovo Refurbrished ThinkPad X1 Carbon 10th Gen Intel Core i5 14"" 16GB RAM 512GB SSD - Black","UGX 1,420,000","UGX 2,500,000",43%
"Hp Refurbrished Elitebook ,Core I5 6th Gen, 16GBRAM DDR4 RAM, 1TB,HDD-Silver","UGX 999,100","UGX 1,500,000",33%
Acer Refurbished Travel Mate 12 4GB Ram 128GB SSD- Black,"UGX 349,000","UGX 950,009",63%
DELL Renewed Latitude 7390 core i5 8GB 512GB SSD 13 Inches 8th Generation with a good battery - black,"UGX 1,260,000","UGX 1,950,000",35%
Hp EliteBook 840 G8 Core i7 8GB Ram 512gb SSD Storage 11th Generation Renewed - Silver,"UGX 1,955,000","UGX 2,900,000",33%
"Hp OmniBook 5 Flip 2-in-1 14"" 2K Touch-Screen Laptop - Intel Core 5 - 8GB Memory - 512GB SSD - Glacier Silver","UGX 2,140,000","UGX 2,750,000",22%
"Refurbished Latitude 11""  8GB Ram , 500GB HDD   -Grey","UGX 429,999","UGX 1,029,900",58%
Seagate Products Seagate 1TB Laptop Hard Disk - 1000GB-Silver,"UGX 135,000","UGX 150,000",10%
"Thinkpad X260/X270 Core I5 6th Gen 8GB Ram, 256GB SSD (Renewed ) - Black","UGX 759,000","UGX 1,900,000",60%
Elitebook 1030 G3 – Core i5 8th Gen / 8GB RAM / 256GB SSD / x360 Touch Screen – Business Laptop / Student Laptop / Laptop for Programming & Light Graphics / Refurbished Business Laptop,"UGX 1,290,000","UGX 1,650,000",22%
Latitude 3340 Intel 16GB RAM 500GB HDD Refurbished,"UGX 478,000","UGX 980,000",51%
"DELL Latitude 3120 Mini Laptop, Intel Pentium, 4GB Ram, 128GB SSD 11.6”, Renewed (3 Months Warranty)-Grey","UGX 450,000","UGX 1,100,000",59%
DELL Renewed Latitude 7400 Intel Core I7 8th Gen 16GB RAM 256GB SSD 14 Inches,"UGX 1,450,000","UGX 1,500,000",3%
 840 I7  16GB RAM 1TB HDD Refurbished - Black (4MTHS WRTY),"UGX 949,000","UGX 1,800,000",47%
"Elitebook 840 G5/G6, 14-inch, Intel Core I5, 8GB RAM, 256GB SSD , Windows 11 Pro, Refurbished – Silver","UGX 1,090,000","UGX 1,800,000",39%
"Refurbished Latitude 13"" 5250 Core I5 8GB RAM 256SSD - Black (4MTHS WRTY)","UGX 680,000","UGX 780,000",13%
"Refurbished 11e 11.6"" Inch 4GB RAM 4hours 128GB SSD Plus Free Pouche-Black (6MTHS WRTY)","UGX 369,000","UGX 759,000",51%
"EliteBook 820 ,Core I5,8GB RAM,500 GB HDD,12.5-inch,Black,Plus stand and mouse,Refurbished Grade A","UGX 599,900","UGX 999,000",40%
"Refurbished 250 G6 Core I5 7th Gen 4GB RAM - 1TB HDD - 15.6"" - Black","UGX 1,590,000","UGX 1,600,500",1%
DELL Refurbished Latitude 11'' Inch 3180/3190 128GB SSD/4GB RAM-Plus Free Unlcoked Simcard Internet MIFI Dark Grey/ Black (Grade A),"UGX 440,000","UGX 650,000",32%
IdeaPad 3 Intel Core i7 Laptop 8GB RAM 1TB HDD-Black/Dark Grey,"UGX 3,800,000","UGX 4,500,000",16%
"Latitude 3340/3350 14"", Intel Core I5, 16GB RAM, 1TB / 1000GB HDD,- Refurbished + Bag , Mouse And Mousepad- Dark Grey","UGX 729,000","UGX 1,300,000",44%
"Referburished ProBook x360 11 G1 EE Touchscreen Convertible Laptop Computer 11.6"" LED Display PC, Intel , 4GB RAM, 128GB SSD, Windows 10, HD Webcam, HDMI, WiFi","UGX 480,000","UGX 1,200,000",60%
Hp EliteBook 840 G8 Core i7 8GB Ram 512gb SSD Storage 11th Generation Renewed - Silver,"UGX 1,950,000","UGX 3,200,000",39%
"T460s/T470s, 14 Inch, Core i5, 8GB Ram, 256GB SSD, Windows 10 (Refurbished)","UGX 697,000","UGX 1,300,000",46%
"DELL Refurbished Latitude 3190 PC Intel (R) Pentium(R) Silver N5030 CPU up to 1.10Ghz 8GB Ram 128GB SSD 11.6"" HD Touch Gorilla Glass LED WiFi Cam HDMI W10 Pro","UGX 380,000","UGX 700,000",46%
"Refurbished 12.5 Inch EliteBook 820, Core i7, 8GB Ram, 500GB Hard Disk, Windows 10 Pro - Black(6MTHS WRTY","UGX 689,789","UGX 1,100,000",37%
"Elitebook 8460/8470 Intel Core I5,8GB RAM,500GB HDD,14"" Aluminium Body-Refurbished","UGX 469,000","UGX 899,000",48%
"EliteBook X360 1030 G3 Core i5 16GB 512GB SSD Touchscreen-Repacked/Renewed Notebook 13.3""-Silver","UGX 1,560,000","UGX 3,000,000",48%
" Elitebook G4,Core I5 7TH Generation,8GB RAM,256GB SSD 12.5""- Silver (Refurbished Grade A","UGX 750,000","UGX 1,349,000",44%
"Adell New Dell Inspiron 3501laptop,Intel Core i3-1005G1/4GB/1TB/15.6''hd Linux Laptop","UGX 18,500,000",,
"Elitebook 830 G5  Core I5 8th Gen,8GB RAM,256GB SSD, 13.3 Inch Laptop Renewed Grade A - Silver","UGX 1,099,000","UGX 1,490,000",26%
DELL Refurbished Latitude 11'' Inch 3180/3190 128GB SSD/4GB RAM  Plus Free Wireless Mouse -Dark Grey/ Black (Grade A),"UGX 390,000","UGX 650,000",40%
"Acer Travelmate Series Intel 4GB RAM 128GB SSD 12"" 4Hrs Battery,Refurbished ","UGX 349,000","UGX 600,000",42%
"Latitude 3189/3190 2 in 1, 11.6"" Touch Screen Laptop, Intel, 4GB RAM DDR4, 128GB SSD-BLACK Refurbished (6MTHS WRTY)","UGX 490,000","UGX 1,300,000",62%
"Mini Laptop Core i3 6th Generation,4GB RAM,128GB SSD,11.6 Inch-Black,Refurbished","UGX 399,000","UGX 650,000",39%
"Latitude 3340, Intel Core I5,8GB RAM, 512GB SSD,- Refurbished - Dark Grey (6MTHS WRTY)","UGX 609,000","UGX 750,000",19%
" Latitude 3380 Intel Core I3 13.3"" 6th/7th Gen 8GB RAM, 500GB HDD Refurbished+Mouse,Mousepad & bag(6months)","UGX 545,000","UGX 900,000",39%
DELL Renewed Latitude 7390 Core i5 8GB RAM 256GB SSD 13 inches Full HD - Black,"UGX 850,000","UGX 950,000",11%
"Hp Probook 640 G2, I5 6th Gen,8GB RAM 256GB SSD 14""DVD RW ,Renewed– Black","UGX 649,000","UGX 1,199,000",46%
"Refurbished 3189/3190 Convertible Touchscreen 4GB RAM 128GB SSD 11.6""-Black/Gray (Grade A)","UGX 490,000","UGX 690,000",29%
" 8th Generation , Intel Core i3, 128GB NVMe SSD, 4GB PC4, 13.3""Pro Refurbished","UGX 499,000","UGX 800,000",38%
Latitude 3340 Intel 4GB RAM 500GB HDD Free Bag (Refurbsihed),"UGX 429,000","UGX 980,000",56%
"DELL Refurbished Latitude 3189/3190 2 In 1, 11.6"" Touch Screen Laptop, Intel , 4GB RAM DDR4, 128GB SSD-Black","UGX 500,000","UGX 850,000",41%
DELL 3340/3350 Intel 4GB RAM 750GB Storage - Refurbished,"UGX 465,000","UGX 990,000",53%
"Lenovo IdeaPad 5 2-in-1 Laptop, 14"" WUXGA IPS Display, Intel Core Ultra 5 225U, 8GB RAM, 512GB SSD, Intel Graphics, English Keyboard, Windows 11 Home, Luna Grey","UGX 2,780,000",,
"Apple 2024 MacBook Air 13""  MRXN3LL/A M3 chip 8GB 256GB ROM - Space Black","UGX 4,900,000","UGX 5,900,000",17%
"Think Pad Renewed 11e Mini,11.6"" 4GB RAM,128GB SSD, Bag, Mouse - Black","UGX 491,000","UGX 800,000",39%
"Refurbished Slim Elitebook 840 14 Inch: 16GB RAM, 1TB HDD - Black (6MTHS WRTY)","UGX 1,400,000","UGX 2,389,986",41%
"Intel Core i3 6th Gen,4GB RAM,128GB SSD,11.6 Inch Mini Laptop Windows 11-Black,Refurbished","UGX 398,000","UGX 690,000",42%
DELL Refubrished Latitude 3189,"UGX 650,000","UGX 1,200,000",46%
"DELL Latitude 3380-Business Laptop, Intel Core i3, 13.3""- 6th/7th Gen, 8GB RAM, 500GB HDD Renewed (comes with a Mouse)- Grey","UGX 555,000","UGX 950,000",42%
"Acer Hybrid 2 in 1,X360,Touch Screen Mini Laptop,4GB RAM,64GB SSD and 64GB,11.6 Inch-Renewed","UGX 379,000","UGX 650,000",42%
Latitude Renewed 3310 13.3-inch Intel Pentium 4GB RAM 128GB SSD Win 10-3 Months Warranty - Grey/Black,"UGX 449,000","UGX 650,000",31%
"Refurbished 11e 11.6"" Inch 8GB RAM 4hours 128GB SSD-Black (6MTHS WRTY)","UGX 459,990","UGX 788,981",42%
Hp Probook 440 14 Inch G11 Notebook Pc (816N0Ea) - Silver,"UGX 2,820,000","UGX 3,892,000",28%
Lenovo Thinkpad T480S CORE I5-8350U NVME 256GB UHD GRAPHICS 620 0 8GB 13.9 NO BLACK WINDOWS PROFESSIONAL (Renewed),"UGX 1,250,000","UGX 1,500,000",17%
"Hp ProBook x360 11 G4 EE Intel Core i5 i5-8200Y Hybrid (2-in-1) 11.6"" Touchscreen HD 8 GB LPDDR3-SDRAM 128 GB SSD Wi-Fi 5 (802.11ac) Windows 11 Pro (Renewed)","UGX 900,000","UGX 2,000,018",55%
Tecno Megabook T15AA laptop,"UGX 3,500,000",,
"Refurbished Thinkpad X270/X260 Business Laptop, Intel Core I5-7th Generation CPU, 8GB RAM, 256GB SSD, 12.5 Inch Display, Windows 10 Pro-Renewed A Grade","UGX 660,000","UGX 750,000",12%
" Elitebook 820 ,  Core I5 Up To 2.5 GHz, 8GB RAM, 500 GB HDD With 3-5hrs Battery Slim Laptop Windows 10 -Black(Refurbished)  Grade A","UGX 549,000","UGX 1,400,000",61%
Hp Probook G1 Touch Screen X360 Intel 4GB RAM 128GB SSD 11.6 Inch Plus A Pouch & Flash Disk- Grey.,"UGX 495,000","UGX 750,000",34%
Refurbished  Probook 640 I5 8GB Ram 500GB HDD 14Inch (Grade A) -Black,"UGX 550,000","UGX 1,000,000",45%
"litebook 840 G5/G6 14-inch FHD (1920x1080) Business Laptop Intel Core I5, 8GB RAM, 512GB SSD , Windows 11 Pro- Renewed( (6MTHS WRTY)-SILVER","UGX 1,160,000","UGX 1,690,000",31%
"X270 Laptop, Intel Core i5, 16GB RAM, 1TB SSD, 12.5 inch Renewed (6 MONTHS WARRANTY)","UGX 1,199,000","UGX 2,300,000",48%
"11e 4GBRAM 128GB SSD 11.6""-Black,Refurbished ","UGX 359,000","UGX 639,000",44%
"Microsoft Surface Laptop 5 (2022), 13.5"" Touch Screen, Thin & Lightweight, Long Battery Life, Fast Intel i5 Processor for Multi-Tasking, 8GB RAM, 256GB Storage with Windows 11, Platinum ","UGX 4,650,000","UGX 5,000,000",7%
"Hp EliteBook 840 G3 Core I5, 8GB DDR4 RAM, 500GB Renewed - Silver (6 Months Warranty)","UGX 740,000","UGX 1,200,000",38%
Lenovo Ideapad Flex 5 14Iau7 Core I5 Laptop Touch Screen X 360 Part Number- 82R700Dxue - Grey,"UGX 3,895,000","UGX 5,404,000",28%
"Hp OMNIBOOK X FLIP 14"" 16GB RAM 1TB SSD 2-IN-1, 2K TOUCH-SCREEN LAPTOP, INTEL CORE ULTRA 7 LAPTOP","UGX 3,750,000","UGX 4,500,000",17%
"Lenovo Thinkpad Refurbished 11''ThinkPad X140e AMD 4GB,320GB HDD - Wireless Mouse - Bag -Black","UGX 599,000","UGX 990,000",39%
"Refurbished Elitebook 840 G1,14 Inch Core i5,8GB Ram-500GB Hard Disk, Black (6MTHS WRTY)","UGX 579,000","UGX 1,790,019",68%
"Refurbished Yoga 11.6""Touch Screen,Intel Celeron Quad Core,128GB SSD, 4GB RAM Mini- Black","UGX 399,000","UGX 1,499,999",73%
"Refurbished ThinkPad  Intel, 8gb RAM ,500gb HDD-BLACK","UGX 470,000","UGX 950,100",51%
"Hp Elitebook 820 g1/g2, 12.5-inch, Core I5, 8GB RAM ,500 GB HDD (Refurbished) - Black","UGX 550,000","UGX 1,750,000",69%
"EXtremelite 11.6"" Touchscreen Convertible 2 in 1 Notebook HD 8GB Ram and 128GB Fast SSD 8Hours Battery Intel Celeron Quad-core (4 Core) With Pre installed Windows and Microsoft office and Type C Charger -Renewed-Dark grey","UGX 620,000","UGX 900,000",31%
Hp Probook 640 core i5 8gb Ram 500GB HDD. GRADE A+ plus wireless Mouse and Mouse pad (6month warranty),"UGX 539,000","UGX 800,000",33%
"Hp Renewed Laptop 840 Core I5, 8GB 256GB SSD Storage Plus Free 500gb Hard Disk - Silver","UGX 969,000","UGX 980,000",1%
"Elitebook 8470 Intel Core I5,8GB RAM,500GB HDD,14"" Aluminium Body-Refurbished","UGX 469,000","UGX 899,000",48%
" Refurbished EliteBook 820 (12.5-inch,Core i7, 8GB RAM, 750GB HDD , PLUS FREE MOUSE PAD, MOUSE & BAG - Black","UGX 859,000","UGX 1,500,000",43%
"ProBook MT31 Business Laptop, 6th Generation Intel, 8GB RAM, 256GB SSD, 13.3"" Notebook, Webcam, WiFi, Windows 10 Pro(Renewed) 6 MONTHS WARRANTY","UGX 599,000","UGX 897,000",33%
"EliteBook 840 G8, Core i7 11th Gen (4 Core) - 16GB RAM - 512GB SSD,Refurbished-Silver","UGX 2,000,000","UGX 3,500,000",43%
Probook G1 Touch Screen X360 Intel 4GB RAM 128GB SSD 11.6 Inch Plus Free Pouch & Bag - Grey. Refurbished,"UGX 518,000","UGX 1,050,000",51%
"Refurbrished ProBook 640 G1 -  14"" Intel Core i5 8GB RAM 500GB HDD - Silver,Black","UGX 550,000","UGX 1,000,000",45%
DELL Refurbished Latitude 11'' Inch 3180 / 3190 4GB RAM 128GB SSD -Black,"UGX 430,000","UGX 750,000",43%
"Hp Probook 430 G8 Notebook Pc-Core I7 13.3 Inches- Win 11 Home,- 2V658Av","UGX 3,700,000","UGX 5,096,000",27%
Refurbished 840 Elitebook G5/G6 Core I5 8GB RAM 256GB SSD-Silver (Grade A),"UGX 972,000","UGX 1,072,000",9%
"Latitude 3140 Mini Laptop, Intel Pentium, 4GB Ram, 128GB SSD, 11.6”, Refurbished-Grey(3 Months Warranty)","UGX 389,000","UGX 600,000",35%
"Probook 640 Intel Core i3 ,16GB RAM, 500GB HDD ,Refurbished - DVD-DRIVE - Black","UGX 559,000","UGX 1,099,984",49%
"Refurbished Latitude 7240 I5 4GB RAM 256GB SSD,12.5""- Silver","UGX 808,990","UGX 1,800,000",55%
"Refurbished Thinkpad Yoga Touch Screen,11.6 Inch,128GB SSD,Intel Celeron, 4GBRAM - Black","UGX 559,000","UGX 900,000",38%
"Latitude Laptop Intel 16GB Ram , 500GB HDD Plus Bag And Mouse- Grey (Refurbished)","UGX 510,000","UGX 750,000",32%
"Refurbished V5 / Travelmate 4GB RAM 500GB, 12"" 6Hrs- - Black","UGX 639,000","UGX 1,000,000",36%
"Elitebook 830 G5/G6  Core I5 8th Gen,16GB RAM,512 SSD, 13.3 Inch Laptop ,Windows 10,Renewed Grade A - Silver","UGX 1,399,000","UGX 1,500,000",7%
"Refurbished ThinkPad X1 Carbon Gen 9 Business Laptop PC.  intel® Quad-Core™ i7-1185G7 Up to 4.80 GHz. CPU  16GB RAM  512GB SSD  14"" FHD Touchscreen Windows","UGX 2,600,000","UGX 3,000,000",13%
Hp EliteBook Core i7 16GB Ram 256GB SSD Silver (Refurbished),"UGX 4,200,000",,
"Refurbished NoteBook ,Core I5,16GB Ram,256GB SSD 14""Windows 11 Plus Bag and Mouse(6 MONTHS WARRANTY)-  Black","UGX 699,000","UGX 1,090,000",36%
"Refurbished EliteBook 840 G2, Core I5 8GB Ram, 500GB HDD 14inch, Black","UGX 720,000","UGX 1,300,000",45%
REFURBISHED HP ProBook 640 i5 8GB Ram 500GB HDD  Plus Free Mouse (6 MNTHS WRNTY)- Black,"UGX 518,000","UGX 880,000",41%
DELL Latitude 7480 Intel Core i5 (8th Gen) 8gb RAM 256gb SSD,"UGX 1,200,000",,
"Hp Refurbished Probook 640 i5 8GB, 500GB HDD Laptop - Black","UGX 799,000","UGX 1,399,883",43%
"ProBook 440 G10 Laptop Intel Core I7 13th Gen, 16GB RAM, 512GB SSD","UGX 4,000,000","UGX 4,800,000",17%
"Latitude 3310 Intel Core i5-8th Generation 8GB RAM 256GB SSD 13-inch HD,Refurbished (6 MONTHS WARRANTY)– Black","UGX 759,000","UGX 999,000",24%
"EliteBook 840 G2 – 14"" Laptop Intel Core i5 (5th Gen) 4GB RAM 256GB SSD – Windows 10 Pro – Refurbished Black + Free 64GB Flash Disk","UGX 1,250,000",,
"Refurbished ThinkPad 11e 4GBRAM 128GB SSD 11.6""-Black (Grade A)","UGX 365,000","UGX 600,000",39%
"Refurbished Probook G1,Touch Screen X360 4GB RAM,256GB SSD, 11.6 Inch-Grey (6MTHS WRTY)","UGX 579,000","UGX 1,099,980",47%
"Latitude 3310 Intel Core i3-8th Gen, 128GB NVMe SSD, 4GB DDR4, 13.3"", Refurbished","UGX 499,000","UGX 800,000",38%
"Hp Elitebook 1030 G7 X360 Core i7, 16GB Ram, 256GB SSD Touchscreen 13.3 Inches-Renewed - Silver","UGX 1,950,000","UGX 3,100,000",37%
Hp Refurbished  EliteBook i5 16GB RAM 500GB HDD -BLACK,"UGX 619,000","UGX 1,090,000",43%
"Hp 15s 15.6 FHD Display"" (512GB SSD, 8GB DDR4 Memory)","UGX 2,250,000","UGX 2,500,000",10%
"Certified Refurbished 14"" HP EliteBook 840 Core I5, 8GB RAM, 500GB HDD - Black","UGX 579,000","UGX 1,390,000",58%
"3000 series Mini Laptop,Intel Duo Core,4GB RAM,64GB SSD,Windows 11,-Grey/Black,Refurbished","UGX 319,000","UGX 650,000",51%
ProBook 640 Intel Core I5 8GB Ram 500GB HDD 14 Inch Refurbished (Grade A+) Plus SanDisk - Black,"UGX 532,500","UGX 1,200,015",56%
"DELL Latitude Intel Core i3-8th Generation, 128GB SSD, 4GB PC4 RAM, 13.3"" Refurbished","UGX 499,000","UGX 780,000",36%
HP Refurbished 840 / 830 G5/ G6 ELITEBOOK i5 8GB RAM 512 SSD 8TH GEN -Silver,"UGX 1,280,000","UGX 2,500,000",49%
"Latitude  Pentium 4GB Ram 750GB HDD 13.3""  Grey- Refurbished","UGX 439,000","UGX 999,000",56%
"Lenovo Thinkpad Refurbished X260 Intel core i7 8GB, 256ssd, 13 Inch-Black","UGX 920,000","UGX 1,200,000",23%
"Apple 2023 MacBook Pro M3 Chip 14.2"" MXE03LL/A  16GB Unified RAM 1TB SSD - Space Gray","UGX 7,920,000","UGX 8,920,000",11%
"EliteBook 840 G6 Laptop  Intel i5-8665U, 8GB RAM, 512GB SSD, 14-inch LED 1920x1080, Win 11 Pro-Silver(6MTHS WRTY)Refurbished","UGX 1,269,000","UGX 2,100,000",40%
"Lenovo 11e Mini Laptop,11.6 Inch Screen, 8GB RAM,750GB HDD - Black","UGX 610,000","UGX 700,000",13%
"Lenovo Thinkpad T14 (Gen 1) 14"" Laptop, i5 10310U 1.7Ghz, 24GB DDR4, 500GB SSD, 1080p Full HD, Thunderbolt 3, HDMI, Webcam, Windows 11 Pro","UGX 2,180,000",,
"Refurbished Latitude E5450/E7450 Core i5 8GB RAM 1000GB HDD(1TB),6Months Warranty -Black","UGX 599,000","UGX 1,000,000",40%
"X270  Laptop, Intel Core i5,6th Generation 8GB RAM, 256GB SSD, 12.5 inch Refurbished (6 MONTHS WARRANTY)","UGX 577,000","UGX 1,090,000",47%
"Referburished ProBook x360 11 G1 EE Touchscreen Convertible Laptop Computer 11.6"" LED Display PC, Intel , 4GB RAM, 128GB SSD, Windows 10, HD Webcam, HDMI,  WiFi","UGX 499,000","UGX 1,000,000",50%
"DELL Vostro 3401 Core I3, 4GB Ram,1TB HDD,10th Gen(Brand New)","UGX 1,800,000","UGX 3,400,000",47%
"ProBook 640 I7 8GB RAM 500GB HDD 14"" Refurbished Plus Bag - Black (6MTHS WRTY)","UGX 639,900","UGX 1,290,000",50%
Latitude 3340/3350 Intel 4GB RAM 320GB HDD Refurbished,"UGX 425,000","UGX 980,000",57%
"Refurbished 11” Screen, Mini Laptop, Celeron,4gb RAM, 500GB HDD-Grey","UGX 478,500","UGX 1,300,000",63%
Hp EliteBook 1030 G4 X360 I5-8th Generation Touchscreen 2 In 1 Laptop 8GB RAM 512GB SSD 13.3 Inch(Renewed) - Silver,"UGX 1,600,000",,
"EliteBook Folio 1040 G2 14in Laptop, Core i5-5300U 2.3GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)-Black","UGX 850,000","UGX 1,400,000",39%
" Latitude 3380 Intel Core I3 13.3"" 6th/7th Gen 8GB RAM, 500GB HDD Refurbished+Mouse,mousepad & Bag","UGX 585,000","UGX 850,000",31%
Hp Renewed Elitebook 840 G5/G6 Core i5 Ram 8GB  Storage 512GB 14 Inches screen size 6 months-Silver ,"UGX 1,300,000","UGX 2,100,000",38%
"Hp 14s Laptop, Intel Celeron 4 GB RAM, 256GB SSD, 14-inch HD, Windows 11 Home","UGX 1,300,000",,
"Acer  X360 Spin Mini Laptop ,2 in 1, Touch Screen,4GB RAM,128GB SSD,11.6 Inch","UGX 455,000","UGX 990,000",54%
"Refurbished Acer Travelmate,Celeron.4GB RAM 128GB SSD, 12Inches - Black()","UGX 359,000","UGX 899,000",60%
"DELL Refurbished Latitude 3189/3190 2 In 1, 11.6"" Touch Screen Laptop, Intel Pentium , 4GB RAM DDR4, 128GB SSD-Black","UGX 550,000","UGX 750,000",27%
"T440/T440s 14"" UltraBook - Core I5-4200U 8GB RAM ,500GB HDD -Black( Refurbished) Grade A","UGX 550,000","UGX 1,500,000",63%
"Hp Renewed Laptop 830 Core I5, 8GB RAM 256GB SSD Free Mouse - Silver","UGX 918,500","UGX 930,000",1%
"Hp Envy X360 15.6"" Touchscreen Core i5- 2-in-1  16.ACCOO13DX 16GB RAM 512GB ROM - Silver","UGX 2,750,000","UGX 3,750,000",27%
"Hp Elitebook 8 G1a 14"" AMD Ryzen 7 32GB RAM 512GB SSD Laptop(Brand New)-Silver","UGX 3,339,000","UGX 4,000,000",17%
"DELL Latitude 3310 13.3-inch Core i3 8th Generation, 4GB RAM ,128GB SSD Win 11 Pro (Refurbished)-Black","UGX 479,000","UGX 800,000",40%
"Hp Envy  X360 - 15.3"" Intel Core i5 11th Gen 16GB RAM 512GB SSD - Silver","UGX 2,200,000","UGX 4,000,000",45%
"  Refurbished  11e Mini laptop 11.6 Inch 500GB HDD 4GB ram ,Plus Bag -Black( 6MTHS WRTY)","UGX 479,000","UGX 850,000",44%
"DELL Latitude 7480  7th Gen Intel Core i5  8GB RAM, 256GB SSD, 14"" Display with Webcam, Windows 10 Pro (Renewed)","UGX 1,200,000","UGX 1,500,000",20%
"Refurbished  Latitude E7440 Intel Core i5 4GB RAM 500GB HDD,14 ""inch- Silver","UGX 590,000","UGX 1,800,000",67%
"DELL Latitude 3340 13.3 Inch Laptop, Intel Core I5, 500GB HDD Storage , 8GB RAM (Renewed) Plus free Bag - Grey","UGX 570,000","UGX 1,000,000",43%
"Hp EliteBook x360 1040 G8 – Core i5, 8GB RAM, 512GB SSD, 14"" FHD Touchscreen – Silver (Brand New)","UGX 2,790,000","UGX 3,000,000",7%
"DELL  Latitude 3120 Mini Laptop, Intel Processor, 4GB Ram, 64GB SSD,11.6”-Grey (3 Months Warranty)-Refurbished","UGX 339,000","UGX 600,000",44%
Hp Renewed Elitebook 840 G5 Core I5 8th Gen 16GB RAM 512GB SSD - Silver (6MTHS WRTY),"UGX 1,370,000","UGX 1,900,000",28%
"Elitebook 820 , Core I5 Up To 2.5 GHz, 8GB RAM, 500 GB HDD With 3-5hrs Battery Slim Laptop Windows 10 -Black(Refurbished)","UGX 539,000","UGX 650,000",17%
"Hp EliteBook 840 G3 Core i5  8GB RAM, 256 GB SSD 6th Gen Renewed - Silver (6 Months Warranty)","UGX 795,000","UGX 1,300,000",39%
DELL Refurbished Latitude 11'' Inch 3180/3190 128GB SSD/4GB RAM Plus Free Earphones-Dark Grey/ Black (Grade A),"UGX 370,000","UGX 650,000",43%
" Latitude 3380 Intel Core I3 13.3"" 6th/7th Gen 8GB RAM, 500GB HDD Refurbished+Mouse ","UGX 510,000","UGX 1,000,000",49%
"DELL Refurbished Latitude E3380 13.3"" Intel Pentium Gold, 500 GB, 8GB RAM- Black","UGX 499,990","UGX 1,689,984",70%
"Apple MacBook Air M2  13"" - MLXW3LL/A 8GB RAM 256GB ROM 8 Core GPU - Midnight","UGX 4,530,000","UGX 5,530,000",18%
840 Elitebook G3 Core i5 16GB DDR4 RAM 1TB HDD-Silver(6MONTH WARRANTY),"UGX 1,350,000","UGX 2,350,000",43%
"Refurbished Yoga 11.6""Touch Screen,Celeron,128GB Drive, 4GB RAM Mini- Black","UGX 399,000","UGX 650,000",39%
"Refurbished EliteBook 820 g1/g2 12.5"", Intel Core i5, 8GB RAM, 500GB HDD - Black","UGX 550,000","UGX 1,200,000",54%
"Latitude E7270/E5270,Intel Core i5 6th Gen,8GB RAM, 256GB SSD,12.5""Screen(6 MONTHS WARRANTY)- Refurbished","UGX 599,000","UGX 1,090,000",45%
"Refurbished Probook G1,Touch Screen X360,Intel,4GB RAM,128GB SSD, 11.6,Mini,Plus Bag,Mouse-Grey","UGX 499,000","UGX 1,149,998",57%
Refurbished Latitude 5480 Core I5 8GB RAM 256 GB SSD- Black,"UGX 649,000","UGX 1,099,901",41%
