StockCode,Description,Total_revenue,Total_Quantity,Num_Transactions,First_Sale_Date,Last_Sale_Date,Days_activity,Sales_velocity,Movment_category,CumulativeRevenue,TotalRevenuePct,CumulativePct,ABC_Class,stokeout_risk,SalesStdDev,Seasonality_score,Trend
16052,TEATIME PUSH DOWN RUBBER,105.28999999999999,467,6,2011-01-26,2011-06-09,135,3.46,medium_moving,32185.000000000007,1.1815192518876757e-05,0.0036116627525885512,A,High_risk,207.62,high,stable
16054,POPART RECT PENCIL SHARPENER ASST,140.52,1166,33,2010-12-10,2011-12-04,360,3.24,medium_moving,32325.520000000008,1.5768552120358647e-05,0.0036274313047089096,A,meduim_risk,118.03,high,stable
16216,LETTER SHAPE PENCIL SHARPENER,227.14,3316,41,2010-12-12,2011-12-07,361,9.19,fast_moving,32552.660000000007,2.5488677260306455e-05,0.003652919981969216,A,High_risk,490.91,high,stable
16218,CARTOON  PENCIL SHARPENERS,253.2,3760,50,2010-12-12,2011-12-06,360,10.44,fast_moving,32805.86000000001,2.8413018765121046e-05,0.0036813330007343372,A,High_risk,358.36,high,stable
16219,HOUSE SHAPE PENCIL SHARPENER,309.9,2915,47,2010-12-16,2011-12-01,351,8.3,fast_moving,33115.76000000001,3.4775649744514266e-05,0.003716108650478852,A,High_risk,251.61,high,stable
16225,RATTLE SNAKE EGGS,599.34,762,75,2010-12-12,2011-12-08,362,2.1,medium_moving,33715.100000000006,6.72553659821787e-05,0.00378336401646103,A,High_risk,78.68,medium,stable
16235,RECYCLED PENCIL WITH RABBIT ERASER,525.75,2665,80,2010-12-02,2011-12-07,371,7.18,fast_moving,34240.850000000006,5.899741159463819e-05,0.003842361428055668,A,meduim_risk,185.22,high,stable
16236,KITTY PENCIL ERASERS,266.56,1296,73,2010-12-10,2011-12-08,364,3.56,medium_moving,34507.41,2.9912220703122696e-05,0.0038722736487587905,A,meduim_risk,73.94,medium,stable
16237,SLEEPING CAT ERASERS,886.08,4598,162,2010-12-01,2011-12-08,373,12.33,fast_moving,35393.490000000005,9.9432099792253e-05,0.003971705748551044,A,low_risk,199.64,high,stable
16238,PARTY TIME PENCIL ERASERS,265.51,1261,78,2010-12-01,2011-12-08,373,3.38,medium_moving,35659.00000000001,2.97943942035043e-05,0.0040015001427545485,A,low_risk,57.27,medium,stable
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,27.91,31,9,2011-06-15,2011-11-30,169,0.18,slow_moving,35686.91000000001,3.1319405755708074e-06,0.00400463208333012,A,meduim_risk,6.7,low,stable
16259,PIECE OF CAMO STATIONERY SET,326.56,3380,31,2011-03-17,2011-11-13,242,13.97,fast_moving,36013.47000000001,3.664516353845944e-05,0.004041277246868579,A,High_risk,423.95,high,stable
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,20.88,72,1,2011-02-28,2011-02-28,1,72.0,fast_moving,36034.350000000006,2.3430641066971857e-06,0.004043620310975275,A,,,,
17003,BROCADE RING PURSE ,5980.05,22963,206,2010-12-01,2011-12-08,373,61.56,fast_moving,42014.40000000001,0.0006710555800409246,0.004714675891016201,A,low_risk,1062.4,high,stable
17021,NAMASTE SWAGAT INCENSE,643.14,2427,47,2010-12-01,2011-12-05,370,6.56,fast_moving,42657.54000000001,7.217041425197453e-05,0.004786846305268175,A,High_risk,211.1,high,stable
17038,PORCELAIN BUDAH INCENSE HOLDER,138.1,1501,19,2010-12-07,2011-11-24,353,4.25,fast_moving,42795.64000000001,1.5496990092666733e-05,0.004802343295360841,A,low_risk,78.83,medium,stable
17096,ASSORTED LAQUERED INCENSE HOLDERS,443.76000000000005,2516,13,2010-12-12,2011-07-19,220,11.44,fast_moving,43239.40000000001,4.979684521015054e-05,0.004852140140570993,A,High_risk,610.52,high,stable
17174,ASSTD RASTA KEY-CHAINS,3.7800000000000002,9,3,2011-01-16,2011-11-24,313,0.03,slow_moving,43243.18000000001,4.241753986262147e-07,0.004852564315969619,A,High_risk,4.95,low,stable
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,383.76,5856,17,2010-12-06,2011-07-19,226,25.91,fast_moving,43626.94000000001,4.30639023748138e-05,0.004895628218344433,A,High_risk,1306.56,high,stable
20615,BLUE POLKADOT PASSPORT COVER,233.34,231,35,2010-12-02,2011-12-08,372,0.62,slow_moving,43860.280000000006,2.6184414686624587e-05,0.004921812633031057,A,High_risk,22.46,medium,stable
20616,CHERRY BLOSSOM PASSPORT COVER,122.78,134,25,2010-12-01,2011-12-08,373,0.36,slow_moving,43983.060000000005,1.3777845355377418e-05,0.004935590478386434,A,High_risk,14.75,low,stable
20617,FIRST CLASS PASSPORT COVER ,137.74,66,26,2010-12-14,2011-11-28,350,0.19,slow_moving,44120.8,1.5456592435654712e-05,0.004951047070822089,A,low_risk,3.95,low,stable
20618,QUEEN OF THE SKIES PASSPORT COVER ,137.88000000000002,68,28,2010-12-08,2011-12-06,364,0.19,slow_moving,44258.68,1.5472302635603833e-05,0.004966519373457692,A,meduim_risk,4.96,low,stable
20619,TROPICAL PASSPORT COVER ,206.23000000000002,142,22,2010-12-16,2011-11-28,348,0.41,slow_moving,44464.91,2.3142246682191604e-05,0.004989661620139884,A,High_risk,14.92,low,stable
20622,VIP PASSPORT COVER ,73.5,35,11,2011-07-03,2011-11-28,149,0.23,slow_moving,44538.41,8.247854973287508e-06,0.004997909475113171,A,meduim_risk,6.6,low,stable
20622,VIPPASSPORT COVER ,166.68,128,21,2010-12-14,2011-06-22,191,0.67,slow_moving,44705.090000000004,1.8704115196565468e-05,0.005016613590309737,A,High_risk,17.89,low,stable
20652,BLUE POLKADOT LUGGAGE TAG ,194.76,150,33,2010-12-03,2011-12-08,371,0.4,slow_moving,44899.850000000006,2.185513244350306e-05,0.00503846872275324,A,High_risk,12.38,low,stable
20653,CHERRY BLOSSOM LUGGAGE TAG,43.67,33,6,2011-03-10,2011-12-05,271,0.12,slow_moving,44943.520000000004,4.900460226985925e-06,0.005043369182980226,A,meduim_risk,5.5,low,stable
20654,FIRST CLASS LUGGAGE TAG ,126.69,105,23,2010-12-10,2011-12-04,360,0.29,slow_moving,45070.21000000001,1.4216608796813528e-05,0.00505758579177704,A,meduim_risk,5.88,low,stable
20655,QUEEN OF SKIES LUGGAGE TAG,109.11,89,34,2010-12-05,2011-12-04,365,0.24,slow_moving,45179.32000000001,1.2243856546059864e-05,0.0050698296483231,A,meduim_risk,5.38,low,stable
20657,TROPICAL LUGGAGE TAG,76.39,61,22,2010-12-03,2011-11-07,340,0.18,slow_moving,45255.71000000001,8.572158386522895e-06,0.0050784018067096225,A,meduim_risk,5.61,low,stable
20658,RED RETROSPOT LUGGAGE TAG,410.0,328,59,2010-12-03,2011-09-26,298,1.1,medium_moving,45665.71000000001,4.60084427081344e-05,0.005124410249417757,A,low_risk,21.46,medium,stable
20659,ECONOMY LUGGAGE TAG,140.81,95,29,2010-12-05,2011-12-06,367,0.26,slow_moving,45806.520000000004,1.5801094677396108e-05,0.005140211344095153,A,meduim_risk,5.3,low,stable
20661,BLUE POLKADOT PURSE ,35.07,9,5,2010-12-03,2011-10-31,333,0.03,slow_moving,45841.590000000004,3.935405087254325e-06,0.005144146749182407,A,meduim_risk,2.65,low,stable
20662,FIRST CLASS HOLIDAY PURSE ,40.97,11,5,2011-01-12,2011-10-24,286,0.04,slow_moving,45882.560000000005,4.597477799395771e-06,0.005148744226981803,A,meduim_risk,3.06,low,stable
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,11.690000000000001,3,3,2010-12-12,2011-10-17,310,0.01,slow_moving,45894.25000000001,1.3118016957514419e-06,0.005150056028677554,A,low_risk,0.0,low,stable
20664,TROPICAL HOLIDAY PURSE ,17.700000000000003,6,3,2010-12-12,2010-12-21,10,0.6,slow_moving,45911.950000000004,1.986218136424339e-06,0.005152042246813979,A,,,,
20665,RED RETROSPOT PURSE ,998.2000000000002,340,73,2010-12-02,2011-10-21,324,1.05,medium_moving,46910.15,0.00011201372563721893,0.005264055972451197,A,low_risk,11.16,low,stable
20666,ECONOMY HOLIDAY PURSE,11.8,4,4,2010-12-12,2011-04-10,120,0.03,slow_moving,46921.950000000004,1.3241454242828925e-06,0.00526538011787548,A,low_risk,0.58,low,stable
20667,CHERRY BLOSSOM PURSE,2.95,1,1,2011-05-31,2011-05-31,1,1.0,medium_moving,46924.9,3.310363560707231e-07,0.005265711154231551,A,,,,stable
20668,DISCO BALL CHRISTMAS DECORATION,1408.56,12714,181,2010-12-01,2011-12-09,374,33.99,fast_moving,48333.46,0.00015806256600236533,0.005423773720233916,A,High_risk,1281.37,high,stable
20669,RED HEART LUGGAGE TAG,243.75,195,42,2010-12-01,2011-11-27,362,0.54,slow_moving,48577.21,2.735258026855551e-05,0.005451126300502472,A,low_risk,12.13,low,stable
20670,VIP HOLIDAY PURSE,29.28,8,6,2010-12-12,2011-11-15,339,0.02,slow_moving,48606.49,3.28567610364433e-06,0.005454411976606116,A,low_risk,0.52,low,stable
20671,BLUE TEATIME PRINT BOWL ,12.5,10,2,2010-12-05,2010-12-09,5,2.0,medium_moving,48618.99,1.4026964240284877e-06,0.0054558146730301444,A,,,,
20674,GREEN POLKADOT BOWL,1649.06,1373,149,2010-12-02,2011-12-08,372,3.69,medium_moving,50268.049999999996,0.00018505044520067344,0.005640865118230818,A,low_risk,55.29,medium,stable
20675,BLUE POLKADOT BOWL,3179.9,2729,223,2010-12-02,2011-12-08,372,7.34,fast_moving,53447.95,0.00035683474870145505,0.005997699866932273,A,low_risk,117.73,high,stable
20676,RED RETROSPOT BOWL,5046.9800000000005,4363,298,2010-12-02,2011-12-08,372,11.73,fast_moving,58494.93,0.0005663504638514638,0.006564050330783736,A,low_risk,157.8,high,stable
20677,PINK POLKADOT BOWL,3642.5800000000004,3159,220,2010-12-02,2011-12-08,372,8.49,fast_moving,62137.51,0.00040875471521901514,0.006972805046002752,A,low_risk,102.31,high,stable
20678,LARGE BLACK DIAMANTE HAIRSLIDE,6.6,4,1,2011-09-23,2011-09-23,1,4.0,fast_moving,62144.11,7.406237118870415e-07,0.006973545669714639,A,,,,stable
20679,EDWARDIAN PARASOL RED,9055.87,1630,270,2010-12-01,2011-12-08,373,4.37,fast_moving,71199.98,0.001016210917237349,0.007989756586951988,A,low_risk,68.18,medium,stable
20681,PINK POLKADOT CHILDRENS UMBRELLA,406.25,125,33,2010-12-02,2011-03-10,99,1.26,medium_moving,71606.23,4.558763378092585e-05,0.008035344220732913,A,low_risk,19.07,low,stable
20682,RED RETROSPOT CHILDRENS UMBRELLA,3629.66,1140,182,2010-12-01,2011-12-07,372,3.06,medium_moving,75235.89,0.0004073048881951392,0.008442649108928052,A,low_risk,45.93,medium,stable
20684,STRAWBERRY DREAM CHILDS UMBRELLA,253.5,78,32,2010-12-05,2011-07-22,230,0.34,slow_moving,75489.39,2.844668347929773e-05,0.008471095792407351,A,meduim_risk,7.89,low,stable
20685,DOORMAT RED RETROSPOT,25397.85,3901,576,2010-12-01,2011-12-09,374,10.43,fast_moving,100887.23999999999,0.002850037869840954,0.011321133662248304,A,low_risk,194.33,high,stable
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,832.13,255,64,2010-12-05,2011-12-08,369,0.69,slow_moving,101719.37,9.337806202614605e-05,0.01141451172427445,A,meduim_risk,17.56,low,stable
20694,FLORAL PINK MONSTER,135.0,36,10,2011-02-07,2011-10-31,267,0.13,slow_moving,101854.37,1.5149121379507668e-05,0.011429660845653958,A,meduim_risk,4.65,low,stable
20695,FLORAL BLUE MONSTER,21.25,5,4,2010-12-08,2011-11-17,345,0.01,slow_moving,101875.62,2.384583920848429e-06,0.011432045429574806,A,low_risk,0.5,low,stable
20696,FLORAL SOFT CAR TOY,120.0,32,10,2010-12-17,2011-11-04,323,0.1,slow_moving,101995.62,1.3465885670673483e-05,0.01144551131524548,A,meduim_risk,4.59,low,stable
20697,LITTLE GREEN MONSTER SOFT TOY,48.449999999999996,19,9,2010-12-03,2011-11-23,356,0.05,slow_moving,102044.06999999999,5.436851339534418e-06,0.011450948166585014,A,low_risk,1.83,low,stable
20698,LITTLE PINK MONSTER SOFT TOY,40.8,16,7,2011-01-11,2011-11-23,317,0.05,slow_moving,102084.87,4.578401128028984e-06,0.011455526567713044,A,low_risk,1.15,low,stable
20699,MOUSEY LONG LEGS SOFT TOY,73.94999999999999,29,11,2010-12-03,2011-12-05,368,0.08,slow_moving,102158.81999999999,8.298352044552532e-06,0.011463824919757596,A,meduim_risk,2.62,low,stable
20700,GREEN CAT FLORAL CUSHION COVER ,37.5,10,4,2010-12-21,2011-06-20,182,0.05,slow_moving,102196.31999999999,4.2080892720854635e-06,0.01146803300902968,A,low_risk,2.08,low,stable
20701,PINK CAT FLORAL CUSHION COVER ,22.5,6,3,2010-12-23,2011-06-20,180,0.03,slow_moving,102218.81999999999,2.524853563251278e-06,0.011470557862592932,A,meduim_risk,2.83,low,stable
20702,PINK PADDED MOBILE,544.0,128,40,2010-12-05,2011-10-26,326,0.39,slow_moving,102762.81999999999,6.104534837371979e-05,0.011531603210966652,A,low_risk,6.89,low,stable
20703,BLUE PADDED SOFT MOBILE,4.25,1,1,2011-04-14,2011-04-14,1,1.0,medium_moving,102767.06999999999,4.769167841696858e-07,0.011532080127750822,A,,,,stable
20704,MR ROBOT SOFT TOY,626.45,211,39,2010-12-13,2011-12-09,362,0.58,slow_moving,103393.51999999999,7.029753398661169e-05,0.011602377661737433,A,High_risk,25.26,medium,stable
20705,MRS ROBOT SOFT TOY,428.85,143,28,2010-12-14,2011-12-06,358,0.4,slow_moving,103822.37,4.812370891556936e-05,0.011650501370653004,A,High_risk,18.57,low,stable
20707,CRAZY DAISY HEART DECORATION,195.52,155,31,2010-12-01,2011-12-05,370,0.42,slow_moving,104017.89,2.1940416386083995e-05,0.011672441787039087,A,meduim_risk,9.43,low,stable
20711,JUMBO BAG TOYS ,7689.28,4198,245,2010-12-01,2011-11-28,363,11.56,fast_moving,111707.17,0.0008628580447483016,0.012535299831787389,A,meduim_risk,252.73,high,stable
20712,JUMBO BAG WOODLAND ANIMALS,15511.6,8187,492,2010-12-01,2011-12-08,373,21.95,fast_moving,127218.77,0.0017406452680768232,0.014275945099864212,A,low_risk,346.82,high,stable
20713,JUMBO BAG OWLS,19076.92,10466,411,2010-12-01,2011-12-09,374,27.98,fast_moving,146295.69,0.0021407301972382027,0.016416675297102414,A,low_risk,439.46,high,stable
20716,PARTY FOOD SHOPPER BAG,373.5,314,34,2010-12-08,2011-06-29,204,1.54,medium_moving,146669.19,4.191256914997121e-05,0.016458587866252386,A,meduim_risk,36.78,medium,stable
20717,STRAWBERRY SHOPPER BAG,2455.88,2036,231,2010-12-01,2011-12-08,373,5.46,fast_moving,149125.07,0.0002755883275074466,0.016734176193759834,A,low_risk,81.37,medium,stable
20718,RED RETROSPOT SHOPPER BAG,5115.31,4264,384,2010-12-02,2011-12-09,373,11.43,fast_moving,154240.38,0.0005740181635837732,0.01730819435734361,A,low_risk,122.55,high,stable
20719,WOODLAND CHARLOTTE BAG,7277.24,9237,531,2010-12-02,2011-12-08,372,24.83,fast_moving,161517.62,0.0008166206819837658,0.01812481503932737,A,low_risk,295.84,high,stable
20723,STRAWBERRY CHARLOTTE BAG,5520.95,6847,492,2010-12-01,2011-12-07,372,18.41,fast_moving,167038.57,0.0006195373457792063,0.01874435238510658,A,low_risk,263.23,high,stable
20724,RED RETROSPOT CHARLOTTE BAG,10125.85,12809,739,2010-12-02,2011-12-09,373,34.34,fast_moving,177164.42,0.001136279486819909,0.01988063187192649,A,low_risk,405.37,high,stable
20725,LUNCH BAG RED RETROSPOT,28048.45,17697,1288,2010-12-01,2011-12-09,374,47.32,fast_moving,205212.87000000002,0.003147476841163347,0.023028108713089836,A,low_risk,523.68,high,stable
20725,LUNCH BAG RED SPOTTY,290.0,200,1,2011-01-14,2011-01-14,1,200.0,fast_moving,205502.87000000002,3.254255703746092e-05,0.023060651270127297,A,,,,
20726,LUNCH BAG WOODLAND,14537.11,9115,820,2010-12-01,2011-12-08,373,24.44,fast_moving,220039.98000000004,0.0016312921770167015,0.024691943447144,A,low_risk,307.03,high,stable
20727,LUNCH BAG  BLACK SKULL.,18024.55,11291,1052,2010-12-01,2011-12-09,374,30.19,fast_moving,238064.53000000003,0.002022637746377814,0.026714581193521814,A,low_risk,371.29,high,stable
20728,LUNCH BAG CARS BLUE,17265.68,10820,966,2010-12-01,2011-12-07,372,29.09,fast_moving,255330.21000000002,0.0019374806075536145,0.028652061801075428,A,low_risk,407.63,high,stable
20731,POSY CANDY BAG,92.5,74,8,2010-12-06,2011-06-20,197,0.38,slow_moving,255422.71000000002,1.0379953537810809e-05,0.02866244175461324,A,High_risk,13.38,low,stable
20733,GOLD MINI TAPE MEASURE ,688.9,918,46,2010-12-02,2011-12-08,372,2.47,medium_moving,256111.61000000002,7.730540532105801e-05,0.028739747159934294,A,High_risk,172.01,high,stable
20735,BLACK MINI TAPE MEASURE ,121.3,158,30,2010-12-08,2011-12-06,364,0.43,slow_moving,256232.91,1.3611766098772445e-05,0.028753358926033066,A,High_risk,30.2,medium,stable
20748,KENSINGTON COFFEE SET,675.75,53,30,2010-12-05,2011-11-28,359,0.15,slow_moving,256908.66,7.582976868298004e-05,0.028829188694716047,A,meduim_risk,3.74,low,stable
20749,ASSORTED COLOUR MINI CASES,12123.41,1719,365,2010-12-01,2011-12-09,374,4.6,fast_moving,269032.07,0.0013604371083224967,0.030189625803038543,A,low_risk,71.12,medium,stable
20750,RED RETROSPOT MINI CASES,12216.8,1712,365,2010-12-01,2011-12-09,374,4.58,fast_moving,281248.87,0.0013709169338456983,0.03156054273688424,A,low_risk,49.23,medium,stable
20751,FUNKY WASHING UP GLOVES ASSORTED,1984.2600000000002,973,171,2010-12-02,2011-12-04,368,2.64,medium_moving,283233.13,0.0002226651525074214,0.031783207889391665,A,low_risk,36.41,medium,stable
20752,BLUE POLKADOT WASHING UP GLOVES,770.7,367,115,2010-12-02,2011-11-27,361,1.02,medium_moving,284003.83,8.648465071990044e-05,0.031869692540111565,A,low_risk,15.25,low,stable
20754,RETROSPOT RED WASHING UP GLOVES,2670.48,1356,239,2010-12-01,2011-11-20,355,3.82,medium_moving,286674.31,0.00029966981971516767,0.03216936235982673,A,low_risk,73.47,medium,stable
20755,BLUE PAISLEY POCKET BOOK,248.2,292,50,2010-12-01,2011-12-07,372,0.78,slow_moving,286922.51,2.785194019550965e-05,0.032197214300022245,A,meduim_risk,20.8,medium,stable
20756,GREEN FERN POCKET BOOK,53.55,63,22,2011-01-20,2011-11-22,307,0.21,slow_moving,286976.06,6.0091514805380414e-06,0.032203223451502776,A,meduim_risk,5.41,low,stable
20757,RED DAISY POCKET BOOK ,140.18,164,30,2010-12-02,2011-11-27,361,0.45,slow_moving,287116.24,1.5730398777625074e-05,0.0322189538502804,A,High_risk,18.65,low,stable
20758,ABSTRACT CIRCLES POCKET BOOK,136.85,161,41,2010-12-09,2011-12-07,364,0.44,slow_moving,287253.08999999997,1.5356720450263883e-05,0.032234310570730666,A,meduim_risk,8.66,low,stable
20759,CHRYSANTHEMUM POCKET BOOK ,54.4,64,20,2010-12-02,2011-12-07,371,0.17,slow_moving,287307.49,6.1045348373719786e-06,0.03224041510556804,A,High_risk,6.93,low,stable
20760,GARDEN PATH POCKET BOOK,58.65,69,21,2010-12-02,2011-11-24,358,0.19,slow_moving,287366.14,6.581451621541664e-06,0.032246996557189586,A,low_risk,5.13,low,stable
20761,BLUE PAISLEY SKETCHBOOK,419.92,110,52,2010-12-08,2011-12-07,365,0.3,slow_moving,287786.06,4.712162259024341e-05,0.03229411817977983,A,low_risk,4.29,low,stable
20762,GREEN FERN SKETCHBOOK ,382.46,101,51,2010-12-07,2011-12-06,365,0.28,slow_moving,288168.52,4.291802194671483e-05,0.032337036201726545,A,low_risk,4.36,low,stable
20763,DAISY SKETCHBOOK ,189.96,71,25,2010-12-08,2011-12-06,364,0.2,slow_moving,288358.48000000004,2.1316497016676124e-05,0.03235835269874322,A,High_risk,7.2,low,stable
20764,ABSTRACT CIRCLES SKETCHBOOK ,491.13,128,60,2010-12-05,2011-12-06,367,0.35,slow_moving,288849.61000000004,5.51125035786489e-05,0.03241346520232187,A,low_risk,4.72,low,stable
20765,CHRYSANTHEMUM SKETCHBOOK ,374.84,96,51,2010-12-01,2011-12-05,370,0.26,slow_moving,289224.45000000007,4.2062938206627064e-05,0.0324555281405285,A,low_risk,3.43,low,stable
20766,GARDEN PATH SKETCHBOOK,422.08,113,47,2010-12-02,2011-12-04,368,0.31,slow_moving,289646.5300000001,4.736400853231553e-05,0.03250289214906082,A,meduim_risk,7.22,low,stable
20767,BLUE PAISLEY JOURNAL ,541.9699999999999,217,58,2010-12-03,2011-12-06,369,0.59,slow_moving,290188.50000000006,6.081755047445755e-05,0.03256370969953527,A,meduim_risk,13.05,low,stable
20768,GREEN FERN JOURNAL ,320.26,131,36,2010-12-01,2011-12-06,371,0.35,slow_moving,290508.76000000007,3.593820454074908e-05,0.032599647904076025,A,High_risk,10.4,low,stable
20769,DAISY JOURNAL ,173.11999999999998,66,26,2010-12-06,2011-12-06,366,0.18,slow_moving,290681.88000000006,1.942678439422494e-05,0.032619074688470244,A,low_risk,4.56,low,stable
20770,ABSTRACT CIRCLE JOURNAL ,259.2,108,28,2010-12-05,2011-11-27,358,0.3,slow_moving,290941.0800000001,2.908631304865472e-05,0.032648161001518905,A,High_risk,11.19,low,stable
20771,CHRYSANTHEMUM  JOURNAL,183.45999999999998,71,27,2010-12-05,2011-12-06,367,0.19,slow_moving,291124.5400000001,2.0587094876181308e-05,0.032668748096395084,A,meduim_risk,6.44,low,stable
20772,GARDEN PATH JOURNAL,534.46,218,46,2010-12-01,2011-12-08,373,0.58,slow_moving,291659.0000000001,5.997481046290125e-05,0.032728722906857986,A,High_risk,28.8,medium,stable
20773,BLUE PAISLEY NOTEBOOK,92.39999999999999,56,23,2010-12-01,2011-09-12,286,0.2,slow_moving,291751.40000000014,1.036873196641858e-05,0.03273909163882441,A,meduim_risk,4.86,low,stable
20774,GREEN FERN NOTEBOOK,85.8,52,22,2010-12-01,2011-09-26,300,0.17,slow_moving,291837.2000000001,9.62810825453154e-06,0.03274871974707894,A,meduim_risk,4.06,low,stable
20775,DAISY NOTEBOOK ,105.6,64,20,2010-12-06,2011-11-30,360,0.18,slow_moving,291942.8000000001,1.1849979390192664e-05,0.03276056972646913,A,High_risk,6.2,low,stable
20777,CHRYSANTHEMUM NOTEBOOK,156.75,95,36,2010-12-01,2011-11-30,365,0.26,slow_moving,292099.5500000001,1.7589813157317235e-05,0.03277815953962645,A,High_risk,9.5,low,stable
